id,canonical_name,site,context,findspot,support,scribe,linear_a_text,linear_a_text_with_linebreaks,transliteration_text,gloss_text,image_rights,image_rights_url,source_dataset,undeciphered_language_notice
MAZb15,MAZb15,Malia,,,Clay vessel,,𐚥𐝇,𐚥𐝇,*405-VS-*906,*405-VS-*906,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
MAZb8,MAZb8,Malia,LMIA,Bastion E,Clay vessel,,𐘱𐘞𐝫,𐘱𐘞𐝫,JA-SA,JA-SA,© École Française d'Athènes,papers/GORILA-Vol4.pdf#page=131,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
MAZe11,MAZe11,Malia,,Malia South NW Corridor,Architecture,,𐘿𐘤𐘃,𐘿𐘤𐘃,QE-SI-TE,QE-SI-TE,© École Française d'Athènes,papers/GORILA-Vol4.pdf#page=182,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
MI2,MI2,Milos,LBI,,Tablet,,"𐘫𐝫
—
𐝫𐘬𐘾𐝫
𐝫𐄁𐝫𐜪𐝫
—
𐝫𐘾𐝫
𐝫","𐘫𐝫
—
𐝫𐘬𐘾𐝫
𐝫𐄁𐝫𐜪𐝫
—
𐝫𐘾𐝫
𐝫","PU 
 — 
 DU-KA 
 𐄁 
 
 
 *401+RO — KA 𐝫","PU 
 — 
 DU-KA 
 𐄁 
 
 
 *401+RO — KA 𐝫",© École Française d'Athènes,papers/GORILA-Vol5.pdf#page=109,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
MILZb1,MILZb1,Miletos,,,Clay vessel,,𐝫𐘰𐘤𐘨,𐝫𐘰𐘤𐘨,PA₃-SI-*47,PA₃-SI-*47,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
MILZb2,MILZb2,Miletos,,,Clay vessel,,𐘰𐘜𐝫,𐘰𐘜𐝫,PA₃-PU₂,PA₃-PU₂,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
MILZb3,MILZb3,Miletos,,,Clay vessel,,𐝫𐘤𐘃𐝫,𐝫𐘤𐘃𐝫,SI-TE,SI-TE,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
MILZb4,MILZb4,Miletos,,,Clay vessel,,𐝫𐘙𐙅𐝫,𐝫𐘙𐙅𐝫,RE-*86,RE-*86,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
MIZb1,MIZb1,Milos,,,Clay vessel,,𐘸𐘘,𐘸𐘘,KI-RU,KI-RU,© École Française d'Athènes,papers/GORILA-Vol4.pdf#page=133,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
MIZb3,MIZb3,Milos,,,Clay vessel,,𐘙𐘠,𐘙𐘠,RE-TI,RE-TI,© Catalogue of Cycladic Antiquities in the Ashmolean(2000),https://www.degruyter.com/,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
MOZb2?,MOZb2?,Mokhilos,,,Clay vessel,,,,,,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
MOZb3?,MOZb3?,Mokhilos,,,Clay vessel,,,,,,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
MOZf1,MOZf1,Mokhilos,,,Metal object,,𐙹𐘞𐘕,𐙹𐘞𐘕,*333-SA-MU,*333-SA-MU,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
MYZf1,MYZf1,Mycenae,,,Metal object,,𐛉,𐛉,SI+SE,SI+SE,Thomas Palaima,papers/MYZf1.pdf,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
MYZf2,MYZf2,Mycenae,,,Metal object,,𐁁,𐁁,𐁁,𐁁,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
MYZg1,MYZg1,Mycenae,,,Stone object,,𐘲,𐘲,SU,SU,© Celebrations of Death and Divinity (Stockholm 1990),https://www.degruyter.com/,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
NEZa1,NEZa1,Nerokurou,,,Stone vessel,,𐝫𐘚𐘀𐝫,𐝫𐘚𐘀𐝫,I-DA,Mt Ida,Godart,papers/NEZa1.pdf,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PA1,PA1,Papourou,,,Tablet,,"𐘇𐙂𐘶𐘂𐙈
𐄒𐄋",𐘇𐙂𐘶𐘂𐙈𐄒𐄋,A-KU-JU-PA-*118 35,A-KU-JU-PA-*118 35,© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=320,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PE1,PE1,Petras,,,Tablet,,"𐘉𐘾𐘙𐘇𐘈𐘤
𐘅𐙂𐘂𐘭𐙇𐄔𐝫
𐛭𐄑𐄌𐝆𐘡𐘾𐝫
𐙇𐄖𐄈𐛭𐄒
𐄌","𐘉𐘾𐘙𐘇𐘈𐘤𐘅
𐙂𐘂𐘭𐙇𐄔𐝫
𐛭𐄑𐄌𐝆
𐘡𐘾𐝫𐙇𐄖𐄈
𐛭𐄒𐄌","U-KA-RE-A-SE-SI-NA 
 KU-PA-RI VIR+[?] 50 
 GRA+PA 26 ¹⁄₂ 
 E-KA VIR+[?] 72 
 GRA+PA 36","U-KA-RE-A-SE-SI-NA 
 KU-PA-RI VIR+[?] 50 
 grain 26 ¹⁄₂ 
 E-KA VIR+[?] 72 
 grain 36",,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PE2,PE2,Petras,,,Tablet,,"𐝫
𐄉𐝁𐘘𐘢𐝫𐙙𐘻𐄇𐝄
𐘇𐙱𐘍𐝃𐘇𐘭𐘂𐝃𐘌𐘌𐘀
𐝆𐘄𐘋𐝁𐘄𐘪𐘙𐄇
𐝫","𐝫
𐄉𐝁
𐘘𐘢𐝫𐙙𐘻𐄇𐝄
𐘇𐙱𐘍𐝃
𐘇𐘭𐘂𐝃
𐘌𐘌𐘀𐝆
𐘄𐘋𐝁
𐘄𐘪𐘙𐄇
𐝫","𐝫 
 3 ¹⁄₃ 
 RU-PI-*305-MI 1 ¹⁄₈ 
 A-*325-ZA ¹⁄₄ 
 A-RI-PA ¹⁄₄ 
 QA-QA-DA ¹⁄₂ 
 TO-ME ¹⁄₃ 
 TO-*49-RE 1 
 𐝫","𐝫 
 3 ¹⁄₃ 
 RU-PI-*305-MI 1 ¹⁄₈ 
 A-*325-ZA ¹⁄₄ 
 A-RI-PA ¹⁄₄ 
 QA-QA-DA ¹⁄₂ 
 TO-ME ¹⁄₃ 
 TO-*49-RE 1 
 𐝫",,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PETSWc,PETSWc,Petras,,,Roundel,,,,,,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PEWs,PEWs,Petras,,,Tablet,,𐙉𐘠𐘡𐄇,𐙉𐘠𐘡𐄇,GRA-TI-E 1,GRA-TI-E 1,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PEWy5,PEWy5,Petras,,,Tablet,,𐙖𐙛𐄇𐝆,𐙖𐙛𐄇𐝆,OLE-*307 1 ¹⁄₂,OLE-*307 1 ¹⁄₂,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PEZb,PEZb,Petras,,,Clay vessel,,𐝫𐘇𐘯𐝫,𐝫𐘇𐘯𐝫,A-NU,A-NU,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PEZb3,PEZb3,Petras,LMIB,,Clay vessel,,𐘇𐘾𐘴𐘸𐘳𐘅𐘤𐘱𐘈𐙇𐘍,𐘇𐘾𐘴𐘸𐘳𐘅𐘤𐘱𐘈𐙇𐘍,A-KA-RA-KI-TA-NA-SI-JA-SE-VIR+[?]-ZA,A-KA-RA-KI-TA-NA-SI-JA-SE-VIR+[?]-ZA,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PEZb7,PEZb7,Petras,LMIB,,Clay vessel,,"𐝫𐘇
𐘱𐘮𐘢𐄇","𐝫𐘇
𐘱𐘮𐘢𐄇","A 
 JA-WA-PI 1","A 
 JA-WA-PI 1",,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PEZb8,PEZb8,Petras,LMIB,,Clay vessel,,𐘇,𐘇,A,A,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PEZc4,PEZc4,Petras,LMIB,,Inked inscription,,𐝫𐘇𐘱𐝫 ≈ 𐝫𐘱𐘤𐝫,𐝫𐘇𐘱𐝫 ≈ 𐝫𐘱𐘤𐝫,A-JA ≈ JA-SI,A-JA ≈ JA-SI,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PEZg5,PEZg5,Petras,LMIB,,Stone object,,𐙖𐙛𐄇𐝆,𐙖𐙛𐄇𐝆,OLE *307 1 ¹⁄₂,olive oil *307 1 ¹⁄₂,,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PEZg6,PEZg6,Petras,,,Stone object,,"𐘚𐘅𐝫𐄁𐝫𐘃
—
𐘳𐘅𐙁𐘧
—","𐘚𐘅𐝫𐄁𐝫𐘃
—
𐘳𐘅𐙁𐘧
—","I-NA 𐄁 TE 
 — 
 TA-NA-MA-JE 
 —","I-NA 𐄁 TE 
 — 
 TA-NA-MA-JE 
 —",,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH(?)31a,PH(?)31a,Phaistos,,,Tablet,,"𐝫
𐝫𐘇𐝫
𐝫𐘘𐚾𐄇𐙁𐘆𐘑𐄇𐘐𐝫
𐄁𐝫𐘗𐄇𐙂𐘰𐘯𐙄𐘤𐘙𐄇𐘂𐘳𐘀
𐝫𐄇𐙂𐘁𐚾𐄇𐘑𐄋𐘐𐄉𐝫","𐝫
𐝫𐘇𐝫
𐝫𐘘𐚾𐄇
𐙁𐘆𐘑𐄇
𐘓𐝫
𐄁𐝫𐘗𐄇
𐙂𐘰𐘯𐙄𐘤𐘙𐄇
𐘂𐘳𐘀𐝫𐝫𐄇
𐙂𐘁𐚾𐄇
𐘑𐄋
𐘐𐄉𐝫","𐝫 
 A 
 RU CAPm+KU 1 
 MA-DI *21M 1 
 *22F 
 𐄁 NE 1 
 KU-PA₃-NU AU-SI-RE 1 
 PA-TA-DA 1 
 KU-RO CAPm+KU 1 
 *21M 5 
 *21F 3","𐝫 
 A 
 RU CAPm+KU 1 
 MA-DI ram 1 
 she-goat 
 𐄁 NE 1 
 KU-PA₃-NU AU-SI-RE 1 
 PA-TA-DA 1 
 ""total"" CAPm+KU 1 
 ram 5 
 ewe 3",,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH(?)31b,PH(?)31b,Phaistos,,,Tablet,,"𐝫
𐝫𐘓𐄈𐘐𐄇𐝫
𐝫𐘬𐘭𐘔𐄇𐘹𐝫
𐝫𐘗𐘔𐄇𐘓𐄋𐘃𐘭𐘑𐝫
𐝫𐄇𐘭𐘘𐙁𐘠𐘑𐙄𐘤𐘙
𐘇𐘻𐘀𐘵𐘑𐄇𐝫","𐝫
𐝫𐘓𐄈
𐘐𐄇𐝫
𐝫𐘬𐘭𐘔𐄇
𐘹𐝫
𐝫𐘗𐘔𐄇
𐘓𐄋
𐘃𐘭𐘑𐝫
𐝫𐄇
𐘭𐘘𐙁𐘠𐘑
𐙄𐘤𐘙
𐘇𐘻𐘀𐘵𐘑𐄇𐝫","𐝫 
 *22F 2 
 *21F 1 
 DU-RI *22M 1 
 TU 
 NE-*22M 1 
 *22F 5 
 TE-RI *21M 
 1 
 RI-RU-MA-TI *21M 
 AU-SI-RE 
 A-MI-DA-O *22M 1","𐝫 
 she-goat 2 
 ewe 1 
 DU-RI he-goat 1 
 TU 
 NE-*22M 1 
 she-goat 5 
 TE-RI ram 
 1 
 ""from"" RI-RU-MA ram 
 AU-SI-RE 
 A-MI-DA-O he-goat 1",,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH10,PH10,Phaistos,MMII,,Label,,𐚏𐘡𐚎𐙒𐝈𐝈,𐚏𐘡𐚎𐙒𐝈𐝈,*355-E-*354 HIDE+[?] 𐝈𐝈,*355-E-*354 hide? 𐝈𐝈,© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=335,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH11,PH11,Phaistos,MMII,,Tablet,,"—
|||||||||||||
—","—
|||||||||||||
—","— 
 ||||||||||||| 
 —","— 
 ||||||||||||| 
 —",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=335,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH12a,PH12a,Phaistos,,,Lames (short thin tablet),,𐝈𐝈𐙇𐙿𐙒𐄐𐝫,𐙇𐙿𐙒𐄐𐝫𐝈𐝈,VIR+[?]-*339-HIDE+[?] 10 𐝈𐝈,VIR+[?]-*339-HIDE+[?] 10 𐝈𐝈,© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=336,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH12b,PH12b,Phaistos,,,Lames (short thin tablet),,"𐝃𐝫
𐝫𐝃𐝃𐝫","𐝃𐝫
𐝫𐝃𐝃𐝫","¹⁄₄ 
 𐝫𐝃𐝃𐝫","¹⁄₄ 
 𐝫𐝃𐝃𐝫",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=336,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH12c,PH12c,Phaistos,,,Lames (short thin tablet),,𐘃,𐘃,TE,TE,© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=336,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH13a,PH13a,Phaistos,,,Lames (short thin tablet),,𐝫𐝃𐝃𐙒𐙴𐝫,𐝫𐙒𐙴𐝫𐝃𐝃,HIDE+[?]-*328 𐝫𐝃𐝃,HIDE+[?]-*328 𐝫𐝃𐝃,© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=338,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH13b,PH13b,Phaistos,,,Lames (short thin tablet),,𐝫𐚐,𐝫𐚐,*356,*356,© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=338,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH13c,PH13c,Phaistos,,,Lames (short thin tablet),,𐝫𐝃𐝃𐙀𐘃𐝫,𐝫𐘃𐙀𐝃𐝃𐝫,TE-ZU 𐝃𐝃𐝫,TE-ZU 𐝃𐝃𐝫,© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=338,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH14a,PH14a,Phaistos,,,Lames (short thin tablet),,𐝫𐘝𐙘𐘱𐝫,𐝫𐘱𐙘𐘝,JA-*304 NI,JA-*304 figs,© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=340,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH14b,PH14b,Phaistos,,,Lames (short thin tablet),,𐝫𐘻𐘇,𐘇𐘻𐝫,A-MI,A-MI,© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=340,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH15a,PH15a,Phaistos,,,Lames (short thin tablet),,𐝫𐙁𐘃𐘙𐙿𐄐𐄇𐝫,𐝫𐙁𐘃𐘙𐙿𐄐𐄇𐝫,MA-TE-RE *339 11,MA-TE-RE *339 11,© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=340,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH15b,PH15b,Phaistos,,,Lames (short thin tablet),,𐝫𐚑𐙒𐝫,𐝫𐚑𐙒𐝫,*357 HIDE+[?],*357 hide?,© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=340,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH16a,PH16a,Phaistos,,,Lames (short thin tablet),,"𐝫𐘠𐘅𐝫
—
𐝫𐚒𐘝𐝫","𐝫𐘠𐘅𐝫
—
𐝫𐚒𐘝𐝫","TI-NA 
 — 
 *358-NI","TI-NA 
 — 
 *358-NI",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=342,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH16b,PH16b,Phaistos,,,Lames (short thin tablet),,"𐝫𐘱𐘞𐝫
—
𐝫𐘠𐝫","𐝫𐘱𐘞𐝫
—
𐝫𐘠𐝫","JA-SA 
 — 
 TI","JA-SA 
 — 
 TI",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=342,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH17a,PH17a,Phaistos,,,Lames (short thin tablet),,𐝫𐚓𐝫,𐝫𐚓𐝫,*359,*359,© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=342,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH17b,PH17b,Phaistos,,,Lames (short thin tablet),,𐝫𐚔𐝫,𐝫𐚔𐝫,*360,*360,© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=342,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH18a,PH18a,Phaistos,,,Tablet,,"𐝫𐘣𐘱𐝫
𐝫","𐝫𐘣𐘱𐝫
𐝫","WI-JA 
 𐝫","WI-JA 
 𐝫",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=344,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH18b,PH18b,Phaistos,,,Tablet,,"𐝫
𐝫","𐝫
𐝫","𐝫 
 𐝫","𐝫 
 𐝫",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=344,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH19,PH19,Phaistos,MMII,,Tablet,,"𐘢𐘵𐝫
𐝫","𐘢𐘵𐝫
𐝫","PI-O 
 𐝫","PI-O 
 𐝫",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=344,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH1a,PH1a,Phaistos,,,Tablet,,"𐝫𐘆𐘴𐘆𐘅𐙨𐝫𐄁𐝫𐝉
𐝫𐘱𐄁𐙨𐄇𐙗𐝅
𐝫","𐝫𐘆𐘴𐘆𐘅𐙨𐄁𐝉
𐝫𐘱𐄁𐙨𐄇
𐙗𐝅
𐝫","DI-RA-DI-NA *316 𐄁 𐝉 
 JA 𐄁 *316 1 
 CYP ≈ ¹⁄₆ 
 𐝫","DI-RA-DI-NA *316 𐄁 𐝉 
 JA 𐄁 *316 1 
 cyperus ≈ ¹⁄₆ 
 𐝫",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=322,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH1b,PH1b,Phaistos,,,Tablet,,"𐝫𐄁𐝫𐘅𐄇𐘂𐝫
𐝫𐘝𐄈𐝄𐝇","𐝫𐄁𐝫𐘅𐄇
𐘂𐝫
𐝫𐘝𐄈𐝄𐝇","𐄁 NA 1 
 PA 
 NI 2 𐝄𐝇","𐄁 NA 1 
 PA 
 figs 2 𐝄𐝇",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=322,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH2,PH2,Phaistos,,,Tablet,,"𐘇𐘈𐘹𐘐𐄇
𐘴𐘵𐘆𐘸𐄕
𐘢𐘘𐘡𐘶𐄕
𐘈𐘞𐘰𐄕
𐝫","𐘇𐘈𐘹𐘐𐄇
𐘴𐘵𐘆𐘸𐄕
𐘢𐘘𐘡𐘶𐄕
𐘈𐘞𐘰𐄕
𐝫","A-SE-TU-*21F 1 
 RA-O-DI-KI 60 
 PI-RU-E-JU 60 
 SE-SA-PA₃ 60 
 𐝫","A-SE-TU-*21F 1 
 RA-O-DI-KI 60 
 PI-RU-E-JU 60 
 SE-SA-PA₃ 60 
 𐝫",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=324,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH22a,PH22a,Phaistos,,,Tablet,,𐝫𐝆𐝆,𐝫𐝆𐝆,𐝫𐝆𐝆,𐝫𐝆𐝆,© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=346,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH22b,PH22b,Phaistos,,,Tablet,,𐝫,𐝫,𐝫,𐝫,© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=346,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH24,PH24,Phaistos,MMII,,Tablet,,𐘁𐘡,𐘁𐘡,RO-E,RO-E,© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=346,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH25,PH25,Phaistos,MMII,,Label,,"𐙍𐄈𐝫
𐝫
𐝫","𐙍𐄈𐝫
𐝫
𐝫","VIN 2 
 𐝫 
 𐝫","wine 2 
 𐝫 
 𐝫",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=346,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH26,PH26,Phaistos,MMII,,Tablet,,𐝫𐙦𐝔𐝫,𐝫𐙦𐝃𐝏𐝏𐝏𐝫,*314 𐝃𐝏𐝏𐝏𐝫,*314 𐝃𐝏𐝏𐝏𐝫,© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=348,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH27,PH27,Phaistos,MMII,,Tablet,,"𐝫
𐝫𐘃𐝫
𐝫𐘇𐝫
𐝫","𐝫
𐝫𐘃𐝫
𐝫𐘇𐝫
𐝫","𐝫 
 TE 
 A 
 𐝫","𐝫 
 TE 
 A 
 𐝫",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=348,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH28a,PH28a,Phaistos,,,Tablet,,"𐝫
𐝫𐘇𐘰𐝫
𐄁𐘱𐘸𐘰𐝫
𐄁𐘇𐘭𐘱𐝫","𐝫
𐝫𐘇𐘰𐝫𐄁
𐘱𐘸𐘰𐝫𐄁
𐘇𐘭𐘱𐝫","𐝫 
 A-PA₃ 𐄁 
 JA-KI-PA₃ 𐄁 
 A-RI-JA","𐝫 
 A-PA₃ 𐄁 
 JA-KI-PA₃ 𐄁 
 A-RI-JA",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=350,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH28b,PH28b,Phaistos,,,Tablet,,"𐝫
𐝫𐄙𐄈𐝫
𐝫𐄈𐙘𐄌
𐝫𐄌𐝮","𐝫
𐝫𐄙𐄈𐝫
𐝫𐄈
𐙘𐄌
𐝫𐄌
𐝮","𐝫 
 
 
 
 
 102 2 *304 6 6 *811","𐝫 
 
 
 
 
 102 2 olive oil 6 6 *811",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=350,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH29a,PH29a,Phaistos,,,Tablet,,"𐝫
𐝫
𐝫","𐝫
𐝫
𐝫","𐝫 
 𐝫 
 𐝫","𐝫 
 𐝫 
 𐝫",,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH29b,PH29b,Phaistos,,,Tablet,,"𐝫
𐝫
𐝫","𐝫
𐝫","𐝫 
 𐝫","𐝫 
 𐝫",,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
PH30,PH30,Phaistos,MMII,,Tablet,,"𐝫𐘠𐝃𐝫
𐝫𐙁𐘙𐘭𐘻𐘦𐝫","𐝫
𐝫𐘠𐝃𐝫
𐝫𐙁𐘙𐘭𐘻𐘦𐝫","𐝫 
 TI ¹⁄₄ 
 MA-RE-RI-MI-DE","𐝫 
 TI ¹⁄₄ 
 MA-RE-RI-MI-DE",,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
